Marco Aurélio  do STF  quebra sigilo bancário e fiscal de Aécio e da irmã,
Ministro do STF libera Andrea Neves de prisão domiciliar,
STF determina quebra de sigilos bancário e fiscal de Aécio,
Marco Aurélio revoga prisão domiciliar de irmã e primo de Aécio,
Os israelenses que se opõem à decisão dos EUA de reconhecer Jerusalém como capital de Israel,
Líderes evangélicos querem que Brasil transfira embaixada em Israel para Jerusalém,
Confrontos nos territórios palestinos após Trump reconhecer Jerusalém como capital de Israel,
Status de Jerusalém deve ser definido após negociação  diz Itamaraty,
Trump enterrou a paz no Médio Oriente,
Votação da reforma da Previdência deve ocorrer no dia 18  diz líder do governo,
Ibovespa cai 1% e dólar salta 1 7% com incertezas sobre a Previdência "apagando" o Copom,
Aguinaldo Ribeiro diz que acertou com Maia votação da Previdência no dia 18,
Governo intensifica busca de votos na Câmara para aprovar Previdência,
Ministro Luiz Fux é eleito presidente do Tribunal Superior Eleitoral,
Gilmar Mendes defende políticos e critica aplausos a seus algozes,
Luiz Fux assumirá TSE com promessa de interferência mínima nas eleições de 2018,
TSE discute fake news  big data e robôs  tecnologias que devem impactar eleições,
Lula pedirá à Justiça anulação de ação sobre propina da Odebrecht,
Sérgio Moro manda desbloquear dinheiro da aposentadoria do ex-presidente Lula,
Moro desbloqueia recursos de aposentadoria de Lula,
Meirelles assiste a culto e pede oração para a economia,
Ministro Meirelles diz que Zona Franca de Manaus é um sucesso,
No fim de março vou decidir sobre candidatura  diz Meirelles,
Justiça solicita perda de imunidade e prisão de Cristina Kirchner,
Após ordem de prisão  Cristina Kirchner diz que sofre 'perseguição',
Kirchner recebe ordem de detenção e diz que acusações violam o Estado de direito,
Homem abre fogo em escola nos EUA  mata 2 alunos e é morto,
Tiroteio em escola deixa ao menos 3 mortos nos EUA,
Tiroteio em escola nos EUA deixa pelo menos três adolescentes mortos,
Deputado republicano Trent Frank anuncia renúncia ao cargo  após abertura de investigação sobre assédio sexual,
Mais uma saída no Congresso envolta em acusações de assédio sexual,
